gene_id	gene_name	RAP1_IAA_30M_REP1	RAP1_UNINDUCED_REP1	RAP1_UNINDUCED_REP2	WT_REP1	WT_REP2
Gfp_transgene_gene	Gfp_transgene_gene	0	0	0	0	0
HRA1	HRA1	0	0	0	0	0
snR18	snR18	2.15733231141282	20.0218342719614	10.0061491681112	5.81956511690426	5.79262831445233
tA(UGC)A	TGA1	0	0	0	0	0
tL(CAA)A	SUP56	0	0	0	0	0
tP(UGG)A	TRN1	0	0	0	1.01907860061599	0
tS(AGA)A	tS(AGA)A	1.01865305501552	0	0	0	0
YAL001C	TFC3	57.4984355250937	69.8805653244311	113.132922824376	59.5063267609013	30.2743775590715
YAL002W	VPS8	37.3579677061893	31.4493859053714	80.5506686990081	63.6023988810551	26.2631187508985
YAL003W	EFB1	666.884487083962	895.867542066208	1874.48553723944	1209.51570822666	737.644935830439
YAL004W	YAL004W	1.02037597976949	0	0	0	1.01788853179683
YAL005C	SSA1	6370.79271807984	5724.47815174219	11908.426935341	8632.77281632745	4484.82331919217
YAL007C	ERP2	48.4507688984431	61.1285826868209	144.020175898778	62.4999572282426	48.3326566242194
YAL008W	FUN14	14.1282434907896	18.8662693576173	26.6220476974426	9.38436687428493	3.75562179107691
YAL009W	SPO7	15.4374996586379	15.9153689905007	20.1498659051773	9.62463390656732	4.81610891007479
YAL010C	MDM10	10.9295989841024	12.104180233961	36.2952458401181	29.7792265465331	9.93301493289946
YAL011W	SWC3	9.9940914862952	23.977759758328	36.9481071073654	19.9750512729167	16.989401687595
YAL012W	CYS3	250.514062337429	235.903916469127	544.055852643397	397.916116176905	235.585922621298
YAL013W	DEP1	7.89835292427114	18.3501845458411	35.6639203859956	21.6922435136162	9.86710817699412
YAL014C	SYN8	14.4565172225762	20.1998929076575	44.6311279482963	30.7627425625125	17.3177806683348
YAL015C	NTG1	12.8277078485199	12.244887090494	28.5577953331398	8.86892217137711	5.91683348774717
YAL016C-A	YAL016C-A	0	0	0	0	0
YAL016C-B	YAL016C-B	0	0	0	0	0
YAL016W	TPD3	150.960971346478	160.763723347804	324.36848122861	198.821370452539	105.970771761347
YAL017W	PSK1	103.044804690015	110.956611089952	203.15999433211	104.046553363329	60.6429048004065
YAL018C	LDS1	0	0	0	0	0
YAL019W	FUN30	105.890019474116	109.296103700288	234.234986903064	193.593481420278	86.7624097541821
YAL019W-A	YAL019W-A	0	0	0	0	0
YAL020C	ATS1	11.7500109208213	8.27116094315233	18.6012485260213	11.729681884213	1.95644557732956
YAL021C	CCR4	107.496045645403	101.048942873631	199.031018901204	141.599911625386	82.397316867802
YAL022C	FUN26	41.7859233872693	36.2340232831893	85.5118082360927	55.6646397201983	26.8559243987563
YAL023C	PMT2	307.945194753561	318.802334433646	652.191202674549	440.148079517329	252.810390811
YAL024C	LTE1	50.5363445955979	51.020999833888	97.0898707357487	71.7575955006533	47.5274140600361
YAL025C	MAK16	18.5234627478334	30.2095071893579	56.2253941686607	49.6236654610865	20.449544875941
YAL026C	DRS2	124.259112055343	162.999868719407	309.149079294351	185.29370100595	125.976089620467
YAL026C-A	YAL026C-A	10.7521629245958	13.5665030153504	23.4351846630876	12.9619839009051	4.76733735232452
YAL027W	SAW1	10.6190263547069	10.5999649542917	21.1898328859633	4.81505436844069	1.9275338276189
YAL028W	FRT2	9.95455985645523	8.04463608544277	19.0969109560722	3.97837275355088	3.98096859724789
YAL029C	MYO4	178.934506897634	172.631743772563	350.981416739064	247.666519721684	141.600710959036
YAL030W	SNC1	11.7343611603988	19.0454387864803	58.5734396490411	15.7572919954759	7.44360775724887
YAL031C	GIP4	39.120937196402	39.7247325495282	71.4704626099778	37.0976255280491	15.0485851144425
YAL031W-A	YAL031W-A	0	0	0	0	0
YAL032C	PRP45	14.7716387224377	14.3340503242136	36.8414314636087	18.6839294956048	14.7611988474263
YAL033W	POP5	12.0335995256005	13.7921731810172	27.5712085776254	17.5032290887535	6.44832378927644
YAL034C	FUN19	17.7839171783437	16.2918142250784	44.7811507447478	11.8409780287953	7.89954877531411
YAL034C-B	YAL034C-B	0	0	0	0	0
YAL034W-A	MTW1	7.77393248799135	2.09534606154705	26.1793512326907	5.81806981311517	5.82283200656484
YAL035W	FUN12	416.933117938883	471.699665422812	857.137615067701	775.261896279301	395.911535301682
YAL036C	RBG1	53.1196057856571	59.4945546129259	150.716106113102	82.5073600668722	50.1305666771257
YAL037C-A	YAL037C-A	0	0	0	0	0
YAL037C-B	YAL037C-B	0.965758217730063	0	3.06902149662723	0	0
YAL037W	YAL037W	3.86754856554992	5.28519401224696	9.50881825121579	5.78751110904482	0.965345101444995
YAL038W	CDC19	5755.22798696127	6389.83660610638	13509.0904289866	10538.9769269558	6431.31705294064
YAL039C	CYC3	9.673708686536	17.9536569262093	41.1681843664836	11.5811102020913	5.79510088738452
YAL040C	CLN3	34.9214875261105	44.0781562875219	92.1195223883481	52.8417309387373	37.9106339294349
YAL041W	CDC24	61.3010334113451	64.3631536903649	137.572574829601	92.4204004911153	51.263072492768
YAL042C-A	YAL042C-A	0	0	0	0	0
YAL042W	ERV46	143.284048660119	148.619744164603	295.063002777535	165.803792503304	103.700279716586
YAL043C	PTA1	67.2435326999115	66.4818649794781	132.900402472804	79.2528469365002	43.1632990983376
YAL044C	GCV3	31.390441635928	64.718973767476	140.927754521647	45.9302239573082	23.8811561839013
YAL044W-A	YAL044W-A	4.88709648238457	4.8009577786656	22.3937989047737	7.23990268830775	3.20801149708769
YAL045C	YAL045C	0	0	0.968711216946167	0	0
YAL046C	AIM1	1.68185808342395	4.35055114002662	10.1464511716393	7.49269710553882	6.6426611411237
YAL047C	SPC72	19.986142970072	22.982508429295	39.9505433163789	18.9742591892723	13.9897782080992
YAL047W-A	YAL047W-A	0	0	0	0	0
YAL048C	GEM1	18.0105170661691	20.9404708918837	45.8477563130553	24.9997333625184	10.0060587280319
YAL049C	AIM2	27.8743519187011	39.5279179732791	69.4078638794339	32.5933706513351	13.4315027522816
YAL051W	OAF1	40.3044538752825	57.1878009537571	116.292181316211	83.6132207361898	39.3104264763023
YAL053W	FLC2	116.416840961594	128.010897531397	256.891717663085	138.435672590722	68.2552973661062
YAL054C	ACS1	4.00794998849741	4.97451125636418	6.96099886758485	4.00586543481866	1.0020739715019
YAL055W	PEX22	5.58504663079604	1.13612052691755	5.67789707700981	1.85345410448801	1.85400327041482
YAL056C-A	YAL056C-A	0	0	0	0	0
YAL056W	GPB2	62.3328462304174	48.486340873358	130.554055609839	75.3769554114718	39.2188678875348
YAL058W	CNE1	22.8644134916925	27.2115331951651	48.353018631733	40.7200542049898	27.82722597256
YAL059C-A	YAL059C-A	0	0	0	0	0
YAL059W	ECM1	17.0768933980934	25.1720889996092	45.9445306500125	32.1500161116778	19.8722006453219
YAL060W	BDH1	49.2543450371069	52.1889797654621	116.602158101543	43.2824253490163	26.5789294161978
YAL061W	BDH2	29.6500327261468	15.2647806284057	82.3905559699831	9.8710452770238	4.93898931923521
YAL062W	GDH3	16.8530143734807	12.1497259065708	23.2758836285576	26.73752856831	12.8823949307954
