gene_id	gene_name	RAP1_IAA_30M_REP1	RAP1_UNINDUCED_REP1	RAP1_UNINDUCED_REP2	WT_REP1	WT_REP2
Gfp_transgene_gene	Gfp_transgene_gene	0	0	0	0	0
HRA1	HRA1	0	0	0	0	0
snR18	snR18	2.14906520023145	20.1665538015359	10.078243637286	5.79139162959381	5.81527003708157
tA(UGC)A	TGA1	0	0	0	0	0
tL(CAA)A	SUP56	0	0	0	0	0
tP(UGG)A	TRN1	0	0	0	1.01819637630871	0
tS(AGA)A	tS(AGA)A	1.01858059535957	0	0	0	0
YAL001C	TFC3	55.4783066943106	69.9283934243342	113.207761205558	60.489476647768	30.2668712230331
YAL002W	VPS8	36.3464413039396	32.4555838516369	80.6069518630276	63.5729181344245	25.2461263674883
YAL003W	EFB1	597.891815265931	889.902545612085	1859.07772662177	1053.32508563721	664.709862345716
YAL004W	YAL004W	0.96023648391101	0	1.1009291346674	0	0.958714055023545
YAL005C	SSA1	6173.68019612414	6336.44657839159	13328.2386887402	8212.44904629514	4278.73230663359
YAL007C	ERP2	43.704322876045	61.0312953606063	143.787671678495	57.8757495475768	41.7378555199433
YAL008W	FUN14	13.187410203294	18.8304705227793	26.5709236660638	9.4050699332568	2.81963367673456
YAL009W	SPO7	13.5089368043994	15.8985852448345	20.1281555943043	8.67359722980033	4.81996761801367
YAL010C	MDM10	10.9295702680132	12.1050117488845	36.2969078973935	29.787385002195	9.93436433961333
YAL011W	SWC3	9.99391488282537	23.9851230510591	35.9597256220628	18.9764867452193	16.9892472921753
YAL012W	CYS3	243.613139650828	235.848276073323	546.976509236318	379.430824396069	226.770071129564
YAL013W	DEP1	7.89843613688061	18.3466384256495	35.6562117949831	20.7177732836714	9.86996864871212
YAL014C	SYN8	15.4215839528611	21.2396639092254	45.6424826860198	26.95402700209	16.3691734288351
YAL015C	NTG1	11.8410975190223	12.2422404757892	28.5509688613674	7.88807298338621	5.91862692051386
YAL016C-A	YAL016C-A	0	0	0	0	0
YAL016C-B	YAL016C-B	0	0	0	0	0
YAL016W	TPD3	147.958992186764	159.816418739105	325.463410654116	193.824834401603	103.969507261181
YAL017W	PSK1	101.018961061941	112.021850177432	206.253033066951	101.976241283775	60.6255026098118
YAL018C	LDS1	0	0	0	0	0
YAL019W	FUN30	101.851364967076	109.369735187179	234.387419677328	187.467203452103	84.7242571808116
YAL019W-A	YAL019W-A	0	0	0	0	0
YAL020C	ATS1	11.7502756706319	8.26672925699978	18.5908561749355	11.740444091894	1.95739108308424
YAL021C	CCR4	105.483233925082	101.10140965518	201.111190417061	136.547216439614	79.3715141779771
YAL022C	FUN26	41.7856826701698	36.2384587222705	86.5264384881609	53.6881563568767	26.8587064742948
YAL023C	PMT2	302.921138495832	320.935003450936	654.460045998877	433.061192314765	244.759668068102
YAL024C	LTE1	49.5229024493421	51.0599625671411	97.1617889402351	69.7005137285265	46.5022565651748
YAL025C	MAK16	18.5242426269813	30.1896452966837	58.2681458935291	48.6974161687524	20.4618999298402
YAL026C	DRS2	123.242342564657	163.121156300001	309.372032853245	182.154114697999	124.926557354333
YAL026C-A	YAL026C-A	10.7519789211877	13.518309532871	23.3513956748396	13.0279029192031	4.77569876307793
YAL027W	SAW1	9.65445910577669	10.5890181010386	21.1674647841699	4.8213087956545	1.92905594937354
YAL028W	FRT2	8.95903996438056	8.04580388702234	19.0992456903687	3.9791282425633	3.98132633810714
YAL029C	MYO4	179.935434505011	173.746589277793	352.225366439333	243.4958228612	140.546413303185
YAL030W	SNC1	11.7291563387827	18.9464098498949	58.2675457870706	12.4933919527405	6.62631715826436
YAL031C	GIP4	38.1167436279777	39.7428928234911	71.5014978956159	36.089235057498	15.047039945502
YAL031W-A	YAL031W-A	0	0	0	0	0
YAL032C	PRP45	13.7870676423122	14.3297674407499	37.8526239455146	17.7124167528445	12.7975222547832
YAL033W	POP5	12.0336566204756	13.7590369931827	27.5043378031563	16.6248882579038	6.45643235615335
YAL034C	FUN19	15.80807239917	16.2891431898481	44.7727833996448	10.8599393049147	5.9262786266998
YAL034C-B	YAL034C-B	0	0	0	0	0
YAL034W-A	MTW1	7.77429007654524	2.0936928224699	26.1580963415508	4.85365910082041	5.82678788123407
YAL035W	FUN12	411.880495283914	474.953394373267	860.608366305331	764.930895794883	392.808786611444
YAL036C	RBG1	48.2019212314982	60.4994916480098	150.660778753842	80.6006901554088	47.1994609822282
YAL037C-A	YAL037C-A	0	0	0	0	0
YAL037C-B	YAL037C-B	0.966497052435587	0	3.06953366378822	0	0
YAL037W	YAL037W	3.86781554235305	5.28004900109952	10.5548267172536	3.8632415319028	0.966066144452885
YAL038W	CDC19	5675.68821554639	6425.66327832806	13559.3014561501	10244.0081948279	6299.94741296926
YAL039C	CYC3	8.70693495910375	17.9365417784105	41.1279969235251	11.5955991613074	4.83280629648145
YAL040C	CLN3	33.9232859276908	44.0887158059307	92.1394804524941	49.8549419806327	35.9165022054065
YAL041W	CDC24	61.2989165327145	64.397349284308	138.632747310385	89.3848890711416	50.2503957285754
YAL042C-A	YAL042C-A	0	0	0	0	0
YAL042W	ERV46	139.332627393875	148.596435309827	296.027245245398	165.889742800931	100.764493613402
YAL043C	PTA1	63.227074789784	66.5136939681113	133.953230845143	77.2322381229462	44.1619597865455
YAL044C	GCV3	30.4662483590032	65.7074609630648	141.719007050726	43.2924579187133	22.9925922955332
YAL044W-A	YAL044W-A	4.06988750915923	4.77478696239527	22.271216499727	5.65399705403979	2.40935005929618
YAL045C	YAL045C	0	0	0.969734223317924	0	0
YAL046C	AIM1	1.68102276168488	4.32827142768372	10.0942587387927	6.68943477600437	4.9891547731559
YAL047C	SPC72	19.985795493464	22.9894704358276	39.9617301307291	18.9745356298455	13.9896870537361
YAL047W-A	YAL047W-A	0	0	0	0	0
YAL048C	GEM1	18.0101379355791	20.9479042408599	45.8629806932246	25.9985826770116	10.0056709905588
YAL049C	AIM2	24.9935813581346	39.4811508287809	69.3241566970315	32.6409618413052	11.5220965405878
YAL051W	OAF1	38.2875625907712	59.1975970239795	117.349960703592	82.5754611254826	39.3018345098172
YAL053W	FLC2	116.413323584288	128.071970028242	259.985322325626	133.395602072035	68.2474308525734
YAL054C	ACS1	3.00588663186791	4.97656080300214	6.96370733769294	5.00679001667019	1.00199946485571
YAL055W	PEX22	5.58523888421729	1.13357540184914	5.66504780359544	0.92901673313173	1.8562013792806
YAL056C-A	YAL056C-A	0	0	0	0	0
YAL056W	GPB2	61.3252724694931	48.5129490315775	131.612274793867	72.3427826995357	38.207113894292
YAL058W	CNE1	22.8643260290467	27.213969476398	49.3636618758621	38.7434369061379	26.8367068320988
YAL059C-A	YAL059C-A	0	0	0	0	0
YAL059W	ECM1	16.1295344020301	25.1306169733349	45.8677846534872	31.2667298620023	18.9435524501481
YAL060W	BDH1	48.2699509430649	54.2201098297793	116.566171859922	42.3264713441566	28.5575308228291
YAL061W	BDH2	29.6502875345415	15.2624939312091	83.3933186652085	8.88847903499742	4.9402967715737
YAL062W	GDH3	4.95678103599743	22.2739579128316	37.4420480934904	12.8784563087096	3.96457137353962
